,BLDG_IRN,NAME,YEAR,DIVISION,GENDER,TYPE,PLACE,POPULATION
0,53520,St Charles Preparatory ,2017,1,B,District,5,519
1,53520,St Charles Preparatory ,2017,1,B,Regional,12,519
2,53140,Lasalle ,2017,1,B,District,7,543
3,54015,St Johns Jesuit ,2017,1,B,District,7,570
4,16883,Rhodes College and Career Academy,2017,1,B,District,13,599
5,53595,St Francis De Sales School ,2017,1,B,District,3,601
6,53595,St Francis De Sales School ,2017,1,B,Regional,8,601
7,9498,East Community Learning Center,2017,1,B,District,19,617
8,6791,Clyde High School,2017,1,B,District,8,643
9,23242,Maumee High School,2017,1,B,District,9,650
10,13219,Geneva High School,2017,1,B,District,4,664
11,13219,Geneva High School,2017,1,B,Regional,19,664
12,22798,Marietta High School,2017,1,B,District,13,680
13,39107,Walnut Ridge High School,2017,1,B,District,16,680
14,32276,Rogers High School,2017,1,B,District,9,682
15,2220,Bellefontaine High School,2017,1,B,District,17,683
16,22947,Marlington High School,2017,1,B,District,13,683
17,52803,Carroll ,2017,1,B,District,2,693
18,52803,Carroll ,2017,1,B,Regional,6,693
19,8300,Defiance High School,2017,1,B,District,2,695
20,8300,Defiance High School,2017,1,B,Regional,2,695
21,8300,Defiance High School,2017,1,B,State,15,695
22,41558,Wilmington High School,2017,1,B,District,14,696
23,1149,Athens High School,2017,1,B,District,6,698
24,26906,New Philadelphia High School,2017,1,B,District,4,725
25,26906,New Philadelphia High School,2017,1,B,Regional,11,725
26,28068,Norwalk High School,2017,1,B,District,5,736
27,14944,Hamilton Township High School,2017,1,B,District,16,742
28,52951,Elder ,2017,1,B,District,3,752
29,52951,Elder ,2017,1,B,Regional,10,752
30,25866,Western Brown High School,2017,1,B,District,10,760
31,12310,Franklin High School,2017,1,B,District,22,761
32,36988,Tecumseh High School,2017,1,B,District,19,763
33,41020,Whitehall Yearling High School,2017,1,B,District,17,768
34,4796,Canfield High School,2017,1,B,District,12,773
35,24596,Midview High School,2017,1,B,District,13,774
36,37515,Tri-Valley High School,2017,1,B,District,9,780
37,17004,Howland High School,2017,1,B,District,13,781
38,14258,Granville High School,2017,1,B,District,5,792
39,14258,Granville High School,2017,1,B,Regional,14,792
40,8722,Dover High School,2017,1,B,District,15,798
41,15560,Harvey High School,2017,1,B,District,8,804
42,3285,Bowling Green High School,2017,1,B,District,4,805
43,3285,Bowling Green High School,2017,1,B,Regional,5,805
44,52639,Archbishop Hoban ,2017,1,B,District,9,809
45,1123,Lakeside High School,2017,1,B,District,9,812
46,21576,Louisville High School,2017,1,B,District,8,817
47,14621,Greenville Senior High School,2017,1,B,District,18,818
48,18770,Kenston High School,2017,1,B,District,2,821
49,18770,Kenston High School,2017,1,B,Regional,4,821
50,18770,Kenston High School,2017,1,B,State,14,821
51,39164,Wapakoneta High School,2017,1,B,District,11,826
52,13920,Goshen High School,2017,1,B,District,12,832
53,13128,Kenmore/Garfield High School,2017,1,B,District,18,833
54,4416,Butler High School,2017,1,B,District,8,841
55,4416,Butler High School,2017,1,B,Regional,14,841
56,2154,Bellbrook High School,2017,1,B,District,10,847
57,25817,Mt Healthy High School,2017,1,B,District,13,850
58,6296,Chillicothe High School,2017,1,B,District,11,856
59,64683,Northwest High School,2017,1,B,District,13,857
60,53306,Moeller ,2017,1,B,District,6,869
61,31393,Revere High School,2017,1,B,District,12,877
62,32755,Ross High School,2017,1,B,District,9,881
63,1081,Ashland High School,2017,1,B,District,2,886
64,1081,Ashland High School,2017,1,B,Regional,4,886
65,30098,Piqua High School,2017,1,B,District,20,888
66,53546,St Edward ,2017,1,B,District,1,895
67,53546,St Edward ,2017,1,B,Regional,7,895
68,53546,St Edward ,2017,1,B,State,18,895
69,7054,Columbian High School,2017,1,B,District,5,900
70,22178,Madison High School,2017,1,B,District,12,903
71,36863,Talawanda High School,2017,1,B,District,15,908
72,42218,Wooster High School,2017,1,B,District,8,909
73,22111,Madison High School,2017,1,B,District,5,912
74,22111,Madison High School,2017,1,B,Regional,23,912
